(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(18.0, 1.0, 19.9)
(16.5, 1.0, 19.8)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(17.9, 1.0, 20.0)
(14.6, 1.0, 20.0)
(11.2, 1.0, 20.0)
(7.8, 1.0, 19.8)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(18.6, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(18.6, 1.0, 19.9)
(19.1, 1.0, 19.9)
(16.1, 1.0, 19.8)
(13.5, 1.0, 19.7)
(10.2, 1.0, 19.5)
(6.9, 1.0, 19.6)
(3.7, 1.0, 19.6)
(0.6, 1.0, 19.5)
(-2.1, 1.0, 19.5)
(-4.9, 1.0, 19.7)
(-7.5, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(18.8, 1.0, 19.9)
(19.3, 1.0, 19.8)
(19.3, 1.0, 19.8)
(19.3, 1.0, 19.8)
(19.3, 1.0, 19.8)
(19.3, 1.0, 19.8)
(19.3, 1.0, 19.8)
(17.6, 1.0, 19.8)
(13.2, 1.0, 19.8)
(8.9, 1.0, 19.6)
(4.5, 1.0, 19.6)
(0.2, 1.0, 20.2)
(-4.2, 1.0, 20.7)
(-8.5, 1.0, 21.1)
(-11.0, 1.0, 20.8)
(-11.0, 1.0, 20.8)
(-12.9, 1.0, 18.5)
(-15.9, 1.0, 14.5)
(-17.6, 1.0, 10.0)
(-17.1, 1.0, 5.1)
(-13.0, 1.0, 3.2)
(-8.4, 1.0, 2.9)
(-4.1, 1.0, 2.7)
(0.4, 1.0, 2.5)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
